planet_name,planet_status,mass,mass_error_min,mass_error_max,planet_radius,radius_error_min,radius_error_max,planet_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,discovery_year,updated,publication,discovery_method,alternate_names,star_name,ra,dec,mag_j,mag_h,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_alternate_names
DANCe J16041234-2127472,Confirmed,10.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,241.05141667078,-21.4631111306,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16053908-2403330,Confirmed,11.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,241.41283334636,-24.059166675,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16064467-2033428,Confirmed,12.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,241.68612501489,-20.5618889094,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16064553-2121595,Confirmed,10.0,4.0,4.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,241.68970834851,-21.366527798,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16081299-2304316,Confirmed,4.0,1.0,1.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,242.05412500433,-23.0754444528,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16091010-1930376,Confirmed,8.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,242.2920833367,-19.5104444628,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16123953-2614510,Confirmed,12.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2023-07-25,Published in a refereed paper,Imaging,unkown,unkown,243.16470834651,-26.247500016,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16134589-2442310,Confirmed,10.0,5.0,5.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,243.44120834863,-24.708611132,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16135217-2443562,Confirmed,10.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,243.467375017,-24.7322778046,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16140756-2211524,Confirmed,11.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,243.53150000252,-22.1978889042,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16255679-2113354,Confirmed,12.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,246.48662501893,-21.2265000122,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DANCe J16393029-2454135,Confirmed,11.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2022,2022-08-03,Published in a refereed paper,Imaging,unkown,unkown,249.87620834343,-24.903750021,12.782,12.386,145.0,45.0,45.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DE0630-18 a,Confirmed,58.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2008,2020-12-29,Published in a refereed paper,Astrometry,DENIS J063001.4-184014 a,unkown,97.5060872893499,-18.6707848917832,12.782,12.386,20.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DE0630-18 (bc),Confirmed,53.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2020,2020-12-29,Published in a refereed paper,Astrometry,DENIS J063001.4-184014 (bc),unkown,97.5060872893499,-18.6707848917832,12.782,12.386,20.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DE CVn b,Confirmed,11.0,3.0,3.0,0.232,0.021,0.021,4098.1,131.5,131.5,5.75,2018,2018-11-21,Published in a refereed paper,TTV,unkown,DE CVn,201.720833351,45.54638891,12.782,12.386,317.83,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
del Vir b,Confirmed,15.83,2.7,2.7,0.232,0.021,0.021,466.63,1.3,1.3,1.33,2023,2024-06-07,Published in a refereed paper,Radial Velocity,"Minelauva b, 43 Vir b, HD 112300 b",del Vir,193.900000012,3.397500019,12.782,12.386,60.81,3.73,3.73,-0.06,0.1,0.1,1.4,0.3,0.3,65.8,0.055,0.055,3657.0,100.0,100.0,"43 Vir, Minelauva b, 43 Vir b, HD 112300 b, HD 112300"
DENIS 1058-1548,Confirmed,64.24,14.01,14.01,1.0,0.07,0.07,11.456085,0.000107,0.000107,0.12,1997,2024-08-28,Published in a refereed paper,Imaging,"DENIS J1058.7-1548, SIPS J1058-1548, 2MASS J10584787-1548172",unkown,164.69931917408,-15.80479178564,12.782,12.386,18.32,0.17,0.17,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS 1538-1038,Confirmed,47.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2020,2024-07-11,Published in a refereed paper,Imaging,DENIS-P J1538317-103850,unkown,234.63195702868,-10.64742127757,12.782,12.386,31.7,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS 19,Confirmed,53.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,1997,2024-07-01,Published in a refereed paper,Imaging,DENIS J1228.2-1547,unkown,187.063466,-15.792842,12.782,12.386,20.9,0.7,0.7,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS 19 b,Confirmed,50.0,0.11,0.11,0.232,0.021,0.021,18250.0,2555.0,2555.0,6.36,1999,2024-07-01,Published in a refereed paper,"Imaging, Astrometry",DENIS J1228.2-1547 b,unkown,187.063466,-15.792842,12.782,12.386,20.9,0.7,0.7,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J0225-5837,Confirmed,34.6,1.1,1.1,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2008,2024-08-21,Published in a refereed paper,"Imaging, Astrometry",DENIS J022519.4-583729,unkown,36.33115516484,-58.62489089526,12.782,12.386,41.23,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J0255-4700,Confirmed,49.92,24.8,24.8,0.97,0.12,0.12,11.456085,0.000107,0.000107,0.12,1999,2024-07-16,Published in a refereed paper,Imaging,DENIS J025503.3-470049,unkown,132.649725,10.954338,12.782,12.386,29.0,7.0,7.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J0751-2530,Confirmed,70.69,12.01,12.01,1.03,0.06,0.06,11.456085,0.000107,0.000107,0.12,2008,2024-08-28,Published in a refereed paper,Imaging,DENIS J075116.4-253043,unkown,117.81831464507084,-25.511957424541944,12.782,12.386,17.72,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J0817-6155,Confirmed,44.2,26.71,26.71,0.94,0.16,0.16,11.456085,0.000107,0.000107,0.12,2010,2024-07-16,Published in a refereed paper,Imaging,DENIS J081730.0-615520,unkown,124.37499533622916,-61.92101628481528,12.782,12.386,4.9,0.3,0.3,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J0823-4912 b,Confirmed,31.5,13.0,13.0,0.232,0.021,0.021,247.75,0.64,0.64,0.36,2013,2024-08-24,Published in a refereed paper,"Imaging, Astrometry",DENIS J082303.1-491201 b,DENIS J0823-4912,125.762500001,-48.799722218,12.782,12.386,20.69,0.06,0.06,0.01,0.1,0.1,0.045,0.017,0.017,0.95,0.055,0.055,2150.0,100.0,100.0,DENIS J082303.1-491201
DENIS J0909-0658,Confirmed,4.6,2.0,2.0,0.8886,0.009,0.009,11.456085,0.000107,0.000107,0.12,1999,2024-06-27,Published in a refereed paper,Imaging,DENIS-P J090957.1-065806,unkown,137.48950276977,-6.97184873077,12.782,12.386,24.94,0.19,0.19,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J1733-1654 b,Confirmed,36.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,5.3,2015,2024-08-23,Published in a refereed paper,Imaging,DENIS J173342.3-165449 b,DENIS J1733-1654,263.42614652728,-16.91391954623,12.782,12.386,18.2,3.73,3.73,0.01,0.1,0.1,0.081,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,DENIS J173342.3-165449
DENIS J185950.9-370632,Confirmed,17.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2004,2024-07-05,Published in a refereed paper,Imaging,2MASS J18595094-3706313,unkown,284.962272425,-37.1087525205,12.782,12.386,154.54,8.058,8.058,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J185950.9-370632 b,Confirmed,13.0,0.11,0.11,0.232,0.021,0.021,62050.0,0.000107,0.000107,9.8,2004,2024-07-05,Published in a refereed paper,Imaging,"2MASSW J1858509-370631 b, 2MASS J18595094-3706313 b",unkown,284.962272425,-37.1087525205,12.782,12.386,154.54,8.058,8.058,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J2000-7523,Confirmed,24.75,6.06,6.06,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2002,2024-07-01,Published in a refereed paper,Imaging,"DENIS J200048.3-752306, 2MUCD 20845",unkown,300.20172700194,-75.38524216665,12.782,12.386,33.3,2.8,2.8,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J2252-1730,Confirmed,59.0,5.0,5.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2004,2024-08-28,Published in a refereed paper,Imaging,DENIS-P J225210.73-173013.4,unkown,343.04479679440124,-17.503858261949443,12.782,12.386,15.9,0.3,0.3,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS J2252-1730 b,Confirmed,41.0,4.0,4.0,0.232,0.021,0.021,3220.0,9.85,9.85,1.95,2006,2024-08-28,Published in a refereed paper,"Imaging, Astrometry","DENIS-P J225210.73-173013.4 b, 2MASS J22521073-1730134 b",unkown,343.04479679440124,-17.503858261949443,12.782,12.386,15.9,0.3,0.3,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS-P J0205-1159,Confirmed,60.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,1997,2024-10-29,Published in a refereed paper,Imaging,"DENIS-P J020529.0-115925, KER 1",unkown,31.37235466474708,-11.99158922514889,12.782,12.386,19.76,0.57,0.57,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS-P J0205-1159 b,Confirmed,40.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,5.9,2005,2024-10-29,Published in a refereed paper,Imaging,"DENIS-P J020529.0-115925 b, KER 1 b",unkown,31.37235466474708,-11.99158922514889,12.782,12.386,19.76,0.57,0.57,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DENIS-P J0357-4417,Confirmed,6.5,2.9,2.9,1.436,0.029,0.029,11.456085,0.000107,0.000107,0.12,2003,2024-06-27,Published in a refereed paper,Imaging,DENIS-P J035726.9-441730,unkown,59.36233883792,-44.29181466478,12.782,12.386,46.7,0.9,0.9,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DH Tau b,Confirmed,11.0,0.003,0.003,0.232,0.021,0.021,11.456085,0.000107,0.000107,330.0,2005,2020-01-08,Published in a refereed paper,Imaging,unkown,DH Tau,67.425,26.5494444,12.782,12.386,317.83,3.73,3.73,0.01,0.1,0.1,0.37,0.12,0.12,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DI UMa b,Confirmed,51.0,11.0,11.0,1.05,0.08,0.08,0.05529,0.000107,0.000107,0.0026,1999,2024-07-17,Published in a refereed paper,Timing,unkown,DI UMa,138.06747221463,50.8983213707,15.532,15.262,800.0,3.73,3.73,0.01,0.1,0.1,0.7,0.052,0.052,0.01,0.055,0.055,5531.0,100.0,100.0,unkown
DMPP-4 b,Confirmed,0.0365,0.005,0.005,0.232,0.021,0.021,3.39791,0.00143,0.00143,0.04853,2023,2023-07-17,Published in a refereed paper,Radial Velocity,HD 184960  b,DMPP-4,293.58333334,51.236666674,12.782,12.386,25.43,3.73,3.73,-0.007,0.1,0.1,1.25,0.052,0.052,1.38,0.055,0.055,6400.0,100.0,100.0,unkown
DoAr 21 (AB)b,Confirmed,35.6,27.2,27.2,0.232,0.021,0.021,450.88,3.8,3.8,1.55,2019,2024-06-16,Published in a refereed paper,Astrometry,unkown,DoAr 21 (AB),246.512500001,-24.393333349,8.09,6.862,134.6,1.0,1.0,0.01,0.1,0.1,2.04,0.7,0.7,4.06,0.055,0.055,5080.0,100.0,100.0,"*V2246 Oph, Haro 1-6, ISO-Oph 10, EPIC 203924502"
DoAr 21 (AB)c,Confirmed,44.0,13.6,13.6,0.232,0.021,0.021,1013.5,25.3,25.3,2.8,2019,2024-06-16,Published in a refereed paper,Astrometry,unkown,DoAr 21 (AB),246.512500001,-24.393333349,8.09,6.862,134.6,1.0,1.0,0.01,0.1,0.1,2.04,0.7,0.7,4.06,0.055,0.055,5080.0,100.0,100.0,"*V2246 Oph, Haro 1-6, ISO-Oph 10, EPIC 203924502"
DP Leo (AB) b,Confirmed,6.05,0.47,0.47,0.232,0.021,0.021,10230.0,730.0,730.0,8.19,2009,2018-10-29,Published in a refereed paper,Timing,unkown,DP Leo (AB),169.3166667,17.9613889,12.782,12.386,317.83,3.73,3.73,0.01,0.1,0.1,0.69,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
DS Tuc Ab,Confirmed,0.0453,0.0453,0.0453,0.5085,0.0152,0.0152,8.138268,1e-05,1e-05,0.0795,2019,2024-08-04,Published in a refereed paper,Primary Transit,"HD 222259 Ab, TOI-200 b, TOI-200 Ab",DS Tuc A,354.91666668,-69.195833347,12.782,12.386,44.12,0.06,0.06,-0.08,0.06,0.06,0.959,0.031,0.031,0.872,0.027,0.027,5597.0,59.0,59.0,"HD 222259 A, TOI-200"
DW Lyn b,Confirmed,5.58,1.44,1.44,0.232,0.021,0.021,1450.0,0.000107,0.000107,1.148,2013,2020-04-18,Published in a refereed paper,Timing,unkown,DW Lyn,106.790862503,60.6472583571,15.45,12.386,317.83,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
EF Eri b,Confirmed,60.0,0.11,0.11,0.232,0.021,0.021,0.05626,0.000107,0.000107,0.0028,2000,2024-06-25,Published in a refereed paper,"Radial Velocity, Timing",unkown,EF Eri,48.554291671,-22.5948333542,17.212,15.668,111.0,34.0,34.0,0.01,0.1,0.1,0.9,0.052,0.052,0.01,0.055,0.055,10000.0,100.0,100.0,1RXS J031413.7-223533
EG Cnc b,Confirmed,31.0,0.07,0.07,0.95,0.07,0.07,0.05994,0.00013,0.00013,0.00268,1998,2024-07-17,Published in a refereed paper,Timing,unkown,EG Cnc,130.7666096694,27.86380377653,12.782,12.386,320.0,3.73,3.73,0.01,0.1,0.1,0.7,0.052,0.052,0.01,0.055,0.055,15000.0,100.0,100.0,SDSS J084303.99+275149.7
Elias 2-27 b,Confirmed,11.0,1.0,1.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,500.0,2017,2024-10-24,Published in a refereed paper,"Imaging, Other",unkown,Elias 2-27,246.68763266736,-24.38549810559,13.248,10.604,115.0,3.73,3.73,-0.476,0.6,0.6,0.5,0.052,0.052,2.3,0.055,0.055,3850.0,100.0,100.0,"GSS 39, ISO-Oph 67, 2MASS J16264502-2423077"
EPIC 205084841 b,Confirmed,0.3883,0.303,0.303,1.561,0.152,0.152,11.310099,0.00045,0.00045,0.104,2016,2024-07-14,Published in a refereed paper,Primary Transit,EPIC 205084841.01,EPIC 205084841,248.3992523971702,-19.47924209694366,13.44,12.79,843.771,34.318,34.318,0.019,0.175,0.175,0.85,0.052,0.052,1.431,0.055,0.055,5091.0,122.0,122.0,unkown
EPIC 212036875 b,Confirmed,52.3,1.9,1.9,0.874,0.017,0.017,5.169885,2.7e-05,2.7e-05,0.0645,2019,2024-07-11,Published in a refereed paper,Primary Transit,"EPIC 212036875.01, GSC 01400-01873 b, TYC 1400-1873-1 b",EPIC 212036875,134.691666682,20.869166686,10.04,9.84,306.57,4.522,4.522,-0.303,0.009,0.009,1.23,0.169,0.169,1.484,0.081,0.081,6283.43,205.635,205.635,TYC 1400-1873-1
EPIC 212235321 b,Confirmed,55.0,10.0,10.0,0.232,0.021,0.021,0.047369569,5.6e-08,5.6e-08,0.12,2022,2024-06-09,Published in a refereed paper,Other,unkown,EPIC 212235321,330.9191666666667,-12.253583333333331,12.782,12.386,385.0,24.0,24.0,0.01,0.1,0.1,0.45,0.04,0.04,0.95,0.055,0.055,24500.0,200.0,200.0,unkown
EPIC 219388192 Ab,Confirmed,36.0,1.6,1.6,0.846,0.021,0.021,5.292569,2.6e-05,2.6e-05,0.0593,2016,2024-08-06,Published in a refereed paper,Primary Transit,CWW 89 Ab,EPIC 219388192 A,289.391666678,-16.871666688,12.782,12.386,300.0,24.0,24.0,0.03,0.08,0.08,0.99,0.05,0.05,1.01,0.04,0.04,5850.0,85.0,85.0,"CWW 89, 2MASS J19173402-1652177"
eps CrB Ab,Confirmed,6.7,0.3,0.3,0.232,0.021,0.021,417.9,0.5,0.5,1.3,2012,2024-07-28,Published in a refereed paper,Radial Velocity,unkown,eps CrB A,239.3958,26.8778,12.782,12.386,67.9,3.73,3.73,-0.094,0.001,0.001,1.7,0.1,0.1,21.0,0.055,0.055,4406.0,15.0,15.0,HD 143107
eps Eridani b,Confirmed,0.76,0.11,0.11,0.232,0.021,0.021,2671.0,16.5,16.5,3.53,2000,2023-07-26,Published in a refereed paper,Radial Velocity,"HD 22049, GJ 144, SAO 130564, HR 1084",eps Eridani,53.2291667,-9.4580556,12.782,12.386,3.2,3.73,3.73,-0.13,0.04,0.04,0.83,0.05,0.05,0.895,0.085,0.085,5116.0,100.0,100.0,HD 22049
eps Ind Ab,Confirmed,2.96,0.4,0.4,0.232,0.021,0.021,15676.5,1492.6,1492.6,11.08,2018,2024-09-25,Published in a refereed paper,Radial Velocity,HD 209100 b,eps Ind A,330.841666674,-56.786111129,2.89,2.35,3.63857,0.00333,0.00333,-0.134,0.0254,0.0254,0.762,0.038,0.038,0.738,0.0623,0.0623,4611.0,0.062,0.062,"GJ 845 A, HD 209100, SOZ 1 A"
eps Ind Bb,Confirmed,53.25,0.29,0.29,0.825,0.005,0.005,4022.19,2.774,2.774,2.4057,2003,2024-07-24,Published in a refereed paper,"Imaging, Astrometry","eps Ind C, GJ 845 C, GJ 845 Bb, SOZ 1 C",eps Ind B,331.0441666666667,-56.782833333333336,11.9,11.3,3.63857,0.00333,0.00333,0.01,0.1,0.1,0.066,0.00036,0.00036,0.0805,0.0005,0.0005,1368.0,17.0,17.0,"CI Ind, GJ 845 B, SOZ 1 B"
eps Ret Ab,Confirmed,1.35,0.11,0.11,0.232,0.021,0.021,415.2,0.5,0.5,1.16,2000,2024-07-29,Published in a refereed paper,Radial Velocity,HD 27442 b,eps Ret A,64.1208333,-59.3019444,2.57,1.81,18.1,3.73,3.73,0.22,0.1,0.1,1.2,0.1,0.1,6.6,0.055,0.055,4749.0,50.0,50.0,"HD 27442, HR 1355"
eps Tau b,Confirmed,7.34,0.4,0.4,0.232,0.021,0.021,594.9,5.3,5.3,1.9,2007,2016-02-01,Published in a refereed paper,Radial Velocity,unkown,eps Tau,67.1541667,19.1805556,12.782,12.386,45.0,3.73,3.73,0.17,0.04,0.04,2.7,0.1,0.1,13.7,0.6,0.6,4901.0,20.0,20.0,"74 Tau, HD 28305"
EROS-MP J0032-4405,Confirmed,50.0,50.0,50.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2024,2024-05-29,Published in a refereed paper,Imaging,unkown,unkown,8.2325,-44.084916666666665,12.782,12.386,34.54,0.6,0.6,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
eta2 Hyi b,Confirmed,6.29,0.7,0.7,0.232,0.021,0.021,711.0,8.0,8.0,1.89,2005,2024-05-28,Published in a refereed paper,Radial Velocity,HD 11977 b,eta2 Hyi,28.7333333,-67.6472222,12.782,12.386,66.5,2.1,2.1,-0.21,0.1,0.1,1.91,0.21,0.21,13.0,0.055,0.055,4975.0,100.0,100.0,HD 11977
eta Cet b,Confirmed,2.55,0.13,0.13,0.232,0.021,0.021,403.5,1.5,1.5,1.27,2014,2015-08-21,Published in a refereed paper,Radial Velocity,unkown,eta Cet,17.145833345,-10.182222238,12.782,12.386,38.0,0.2,0.2,0.12,0.08,0.08,1.7,0.1,0.1,14.3,0.2,0.2,4528.0,19.0,19.0,unkown
eta Cet c,Confirmed,3.32,0.18,0.18,0.232,0.021,0.021,751.9,3.8,3.8,1.93,2014,2015-08-21,Published in a refereed paper,Radial Velocity,unkown,eta Cet,17.145833345,-10.182222238,12.782,12.386,38.0,0.2,0.2,0.12,0.08,0.08,1.7,0.1,0.1,14.3,0.2,0.2,4528.0,19.0,19.0,unkown
eta CrB (AB)b,Confirmed,50.1,24.63,24.63,0.97,0.11,0.11,11.456085,0.000107,0.000107,3600.0,2001,2024-07-25,Published in a refereed paper,Imaging,"eta CrB C, GJ 584 C, 2MASSW J1523226+301456",eta CrB,230.80127229166663,30.28782502777777,4.052,3.701,18.62197,3.73,3.73,0.0577,0.0196,0.0196,1.19,0.071,0.071,1.24614,0.055,0.055,6028.7,100.0,100.0,"2 CrB, GJ 584, STF 1937, KIR 4"
eta Tel b,Confirmed,29.0,13.0,13.0,2.28,0.03,0.03,804000.0,143000178000.0,143000178000.0,218.0,2000,2024-08-23,Published in a refereed paper,Imaging,HR 7329 b,eta Tel,290.7133333333333,-54.42391666666667,12.782,12.386,49.54,0.25,0.25,0.01,0.1,0.1,2.09,0.03,0.03,1.617,0.0425,0.0425,9760.0,136.055,136.055,unkown
ET Cha b,Confirmed,50.3,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,13.0,2020,2024-07-11,Published in a refereed paper,Imaging,unkown,ET Cha,130.829166673,-79.088333339,10.5,9.83,91.7,2.5,2.5,0.01,0.1,0.1,0.22,0.052,0.052,0.887,0.055,0.055,3190.0,100.0,100.0,unkown
EX Dra (AB)b,Confirmed,29.3,0.6,0.6,0.232,0.021,0.021,7811.0,525.6,525.6,9.83,2017,2025-01-13,Published in a refereed paper,Timing,unkown,EX Dra (AB),271.059333338,67.9034166874,12.782,12.386,317.83,3.73,3.73,0.01,0.1,0.1,1.29,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
EX Dra (AB)c,Confirmed,50.8,0.2,0.2,0.232,0.021,0.021,1456.35,40.15,40.15,3.18,2017,2025-01-13,Published in a refereed paper,Timing,unkown,EX Dra (AB),271.059333338,67.9034166874,12.782,12.386,317.83,3.73,3.73,0.01,0.1,0.1,1.29,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
EZ Lyn b,Confirmed,42.0,14.0,14.0,1.02,0.021,0.021,0.059,0.000107,0.000107,0.00274,2008,2025-01-06,Published in a refereed paper,Timing,SDSS J080434.20+510349.2 b,EZ Lyn,120.20579303508958,51.20628328777694,12.782,12.386,142.8,3.73,3.73,0.01,0.1,0.1,0.85,0.1,0.1,0.00945,0.002,0.002,11250.0,1250.0,1250.0,"SDSS J080434.20+510349.2, SDSS J0804+5103"
FLMN J0541287-0155264,Confirmed,40.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2006,2024-08-08,Published in a refereed paper,Imaging,"Cl* NGC 2024 LSE 62, 2MASS J05412871-0155262",unkown,85.36962916666667,-1.9239722222222224,12.782,12.386,415.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
FLMN J0541328-0151271,Confirmed,20.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2006,2024-08-08,Published in a refereed paper,Imaging,"Cl* NGC 2024 LSE 57, FLMN J0541-0151, 2MASS J05413280-0151272",unkown,85.38667083333333,-1.857555555555556,12.782,12.386,415.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
FLMN J0541338-0153087,Confirmed,50.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2006,2024-08-08,Published in a refereed paper,Imaging,"Cl* NGC 2024 LSE 69, 2MASS J05413386-0153087",unkown,85.39110093141,-1.88579202418,12.782,12.386,415.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
